شناسه محصول,نام محصول,دسته‌بندی,کارگردان,ژانر,امتیاز وزندار,تعداد امتیازها,تعداد نظرات,بازدید,دانلود,نام کاربر,ایمیل کاربر,امتیاز کاربر,نظر کاربر
50,Chernobyl,سریال,یوهان رنک,"درام, تاریخی",2.79,9,6,271,40,Tara392,tara392@example.com,2,
50,Chernobyl,سریال,یوهان رنک,"درام, تاریخی",2.79,9,6,271,40,Arman629,arman629@example.com,3,
50,Chernobyl,سریال,یوهان رنک,"درام, تاریخی",2.79,9,6,271,40,Niloofar373,niloofar373@example.com,1,
50,Chernobyl,سریال,یوهان رنک,"درام, تاریخی",2.79,9,6,271,40,Pouria534,pouria534@example.com,2,
50,Chernobyl,سریال,یوهان رنک,"درام, تاریخی",2.79,9,6,271,40,Leyla445,leyla445@example.com,,بازیگر اصلی عالی بود، بقیه معمولی.
50,Chernobyl,سریال,یوهان رنک,"درام, تاریخی",2.79,9,6,271,40,Zahra47,zahra47@example.com,,بد نبود، اما می‌توانست بهتر باشد.
50,Chernobyl,سریال,یوهان رنک,"درام, تاریخی",2.79,9,6,271,40,Hossein94,hossein94@example.com,,وقت تلف کردن، اصلاً ارزش نداشت.
50,Chernobyl,سریال,یوهان رنک,"درام, تاریخی",2.79,9,6,271,40,Ali741,ali741@example.com,,بازیگر نقش منفی عالی بود.
50,Chernobyl,سریال,یوهان رنک,"درام, تاریخی",2.79,9,6,271,40,loginTest,,,تکنیکال عالی، داستان متوسط.
50,Chernobyl,سریال,یوهان رنک,"درام, تاریخی",2.79,9,6,271,40,Tuser,,,پایان‌بندی عجیبی داشت، سردرگم شدم!
51,The Sopranos,سریال,دیوید چیس,"جنایی, درام",2.61,10,1,236,17,Ali741,ali741@example.com,3,
51,The Sopranos,سریال,دیوید چیس,"جنایی, درام",2.61,10,1,236,17,Reza572,reza572@example.com,2,
51,The Sopranos,سریال,دیوید چیس,"جنایی, درام",2.61,10,1,236,17,Mahdi175,mahdi175@example.com,1,
51,The Sopranos,سریال,دیوید چیس,"جنایی, درام",2.61,10,1,236,17,Fatemeh779,fatemeh779@example.com,3,
51,The Sopranos,سریال,دیوید چیس,"جنایی, درام",2.61,10,1,236,17,Amir456,amir456@example.com,2,
51,The Sopranos,سریال,دیوید چیس,"جنایی, درام",2.61,10,1,236,17,Saman76,saman76@example.com,5,
51,The Sopranos,سریال,دیوید چیس,"جنایی, درام",2.61,10,1,236,17,Leyla445,leyla445@example.com,2,
51,The Sopranos,سریال,دیوید چیس,"جنایی, درام",2.61,10,1,236,17,Arman629,arman629@example.com,2,
51,The Sopranos,سریال,دیوید چیس,"جنایی, درام",2.61,10,1,236,17,Niloofar373,niloofar373@example.com,4,
51,The Sopranos,سریال,دیوید چیس,"جنایی, درام",2.61,10,1,236,17,Elham952,elham952@example.com,1,
51,The Sopranos,سریال,دیوید چیس,"جنایی, درام",2.61,10,1,236,17,Zahra47,zahra47@example.com,,چیزی که انتظار داشتم نبود.
52,Band of Brothers,سریال,"تام هنکس, استیون اسپیلبرگ","جنگ, درام",3.02,9,4,234,21,loginTest,,4,
52,Band of Brothers,سریال,"تام هنکس, استیون اسپیلبرگ","جنگ, درام",3.02,9,4,234,21,Ali741,ali741@example.com,2,
52,Band of Brothers,سریال,"تام هنکس, استیون اسپیلبرگ","جنگ, درام",3.02,9,4,234,21,Mohammad363,mohammad363@example.com,5,
52,Band of Brothers,سریال,"تام هنکس, استیون اسپیلبرگ","جنگ, درام",3.02,9,4,234,21,Sara236,sara236@example.com,3,
52,Band of Brothers,سریال,"تام هنکس, استیون اسپیلبرگ","جنگ, درام",3.02,9,4,234,21,Hossein94,hossein94@example.com,2,
52,Band of Brothers,سریال,"تام هنکس, استیون اسپیلبرگ","جنگ, درام",3.02,9,4,234,21,Fatemeh779,fatemeh779@example.com,1,
52,Band of Brothers,سریال,"تام هنکس, استیون اسپیلبرگ","جنگ, درام",3.02,9,4,234,21,Saman76,saman76@example.com,1,
52,Band of Brothers,سریال,"تام هنکس, استیون اسپیلبرگ","جنگ, درام",3.02,9,4,234,21,Niloofar373,niloofar373@example.com,4,
52,Band of Brothers,سریال,"تام هنکس, استیون اسپیلبرگ","جنگ, درام",3.02,9,4,234,21,Behnam387,behnam387@example.com,5,
52,Band of Brothers,سریال,"تام هنکس, استیون اسپیلبرگ","جنگ, درام",3.02,9,4,234,21,Leyla445,leyla445@example.com,,تکرار مکررات، هیچ ایده جدیدی نداشت.
52,Band of Brothers,سریال,"تام هنکس, استیون اسپیلبرگ","جنگ, درام",3.02,9,4,234,21,Amir456,amir456@example.com,,پایان‌بندی عجیبی داشت، سردرگم شدم!
52,Band of Brothers,سریال,"تام هنکس, استیون اسپیلبرگ","جنگ, درام",3.02,9,4,234,21,Hossein94,hossein94@example.com,,جزو بهترین‌هایی بود که دیدم!
52,Band of Brothers,سریال,"تام هنکس, استیون اسپیلبرگ","جنگ, درام",3.02,9,4,234,21,Neda911,neda911@example.com,,جزو بهترین‌هایی بود که دیدم!
48,Breaking Bad,سریال,وینس گیلیگان,"جنایی, درام",3.21,7,1,181,17,Tuser,,3,
48,Breaking Bad,سریال,وینس گیلیگان,"جنایی, درام",3.21,7,1,181,17,Mohammad363,mohammad363@example.com,3,
48,Breaking Bad,سریال,وینس گیلیگان,"جنایی, درام",3.21,7,1,181,17,Amir456,amir456@example.com,5,
48,Breaking Bad,سریال,وینس گیلیگان,"جنایی, درام",3.21,7,1,181,17,Tara392,tara392@example.com,1,
48,Breaking Bad,سریال,وینس گیلیگان,"جنایی, درام",3.21,7,1,181,17,Kaveh21,kaveh21@example.com,3,
48,Breaking Bad,سریال,وینس گیلیگان,"جنایی, درام",3.21,7,1,181,17,Arman629,arman629@example.com,5,
48,Breaking Bad,سریال,وینس گیلیگان,"جنایی, درام",3.21,7,1,181,17,Niloofar373,niloofar373@example.com,4,
48,Breaking Bad,سریال,وینس گیلیگان,"جنایی, درام",3.21,7,1,181,17,Reza572,reza572@example.com,,بازیگر نقش منفی عالی بود.
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Tuser,,3,
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,loginTest,,2,
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Reza572,reza572@example.com,3,
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Mohammad363,mohammad363@example.com,5,
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Neda911,neda911@example.com,1,
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Fatemeh779,fatemeh779@example.com,5,
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Amir456,amir456@example.com,1,
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Saman76,saman76@example.com,2,
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Tara392,tara392@example.com,5,
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Kaveh21,kaveh21@example.com,3,
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Leyla445,leyla445@example.com,3,
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Arman629,arman629@example.com,5,
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Niloofar373,niloofar373@example.com,2,
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Pouria534,pouria534@example.com,5,
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Elham952,elham952@example.com,,فیلم فوق‌العاده‌ای بود! حتماً ببینید.
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Maryam881,maryam881@example.com,,جزو بهترین‌هایی بود که دیدم!
47,Cinema Paradiso,فیلم,جوزپه تورناتوره,درام,3.16,14,3,297,30,Fatemeh779,fatemeh779@example.com,,تکرار مکررات، هیچ ایده جدیدی نداشت.
43,Joker,فیلم,تاد فیلیپس,"جنایی, درام, دلهره‌آور",3.77,9,3,251,28,Neda911,neda911@example.com,4,
43,Joker,فیلم,تاد فیلیپس,"جنایی, درام, دلهره‌آور",3.77,9,3,251,28,Mahdi175,mahdi175@example.com,3,
43,Joker,فیلم,تاد فیلیپس,"جنایی, درام, دلهره‌آور",3.77,9,3,251,28,Amir456,amir456@example.com,3,
43,Joker,فیلم,تاد فیلیپس,"جنایی, درام, دلهره‌آور",3.77,9,3,251,28,Maryam881,maryam881@example.com,5,
43,Joker,فیلم,تاد فیلیپس,"جنایی, درام, دلهره‌آور",3.77,9,3,251,28,Leyla445,leyla445@example.com,5,
43,Joker,فیلم,تاد فیلیپس,"جنایی, درام, دلهره‌آور",3.77,9,3,251,28,Arman629,arman629@example.com,3,
43,Joker,فیلم,تاد فیلیپس,"جنایی, درام, دلهره‌آور",3.77,9,3,251,28,Niloofar373,niloofar373@example.com,5,
43,Joker,فیلم,تاد فیلیپس,"جنایی, درام, دلهره‌آور",3.77,9,3,251,28,Pouria534,pouria534@example.com,5,
43,Joker,فیلم,تاد فیلیپس,"جنایی, درام, دلهره‌آور",3.77,9,3,251,28,Behnam387,behnam387@example.com,2,
43,Joker,فیلم,تاد فیلیپس,"جنایی, درام, دلهره‌آور",3.77,9,3,251,28,Arman629,arman629@example.com,,قسمت اول بهتر از این بود.
43,Joker,فیلم,تاد فیلیپس,"جنایی, درام, دلهره‌آور",3.77,9,3,251,28,Ali741,ali741@example.com,,حس و حال خاصی داشت، متفاوت بود.
43,Joker,فیلم,تاد فیلیپس,"جنایی, درام, دلهره‌آور",3.77,9,3,251,28,loginTest,,,وقت تلف کردن، اصلاً ارزش نداشت.
44,1917,فیلم,سم مندس,"درام, جنگ",3.26,10,1,226,39,Reza572,reza572@example.com,3,
44,1917,فیلم,سم مندس,"درام, جنگ",3.26,10,1,226,39,Mohammad363,mohammad363@example.com,3,
44,1917,فیلم,سم مندس,"درام, جنگ",3.26,10,1,226,39,Neda911,neda911@example.com,4,
44,1917,فیلم,سم مندس,"درام, جنگ",3.26,10,1,226,39,Hossein94,hossein94@example.com,3,
44,1917,فیلم,سم مندس,"درام, جنگ",3.26,10,1,226,39,Mahdi175,mahdi175@example.com,4,
44,1917,فیلم,سم مندس,"درام, جنگ",3.26,10,1,226,39,Fatemeh779,fatemeh779@example.com,4,
44,1917,فیلم,سم مندس,"درام, جنگ",3.26,10,1,226,39,Amir456,amir456@example.com,2,
44,1917,فیلم,سم مندس,"درام, جنگ",3.26,10,1,226,39,Maryam881,maryam881@example.com,3,
44,1917,فیلم,سم مندس,"درام, جنگ",3.26,10,1,226,39,Niloofar373,niloofar373@example.com,5,
44,1917,فیلم,سم مندس,"درام, جنگ",3.26,10,1,226,39,Elham952,elham952@example.com,3,
44,1917,فیلم,سم مندس,"درام, جنگ",3.26,10,1,226,39,loginTest,,,جزو بهترین‌هایی بود که دیدم!
45,Your Name (Kimi no Na wa),فیلم,ماکوتو شینکای,"انیمیشن, درام, عاشقانه",3.15,10,1,235,41,Reza572,reza572@example.com,3,
45,Your Name (Kimi no Na wa),فیلم,ماکوتو شینکای,"انیمیشن, درام, عاشقانه",3.15,10,1,235,41,Zahra47,zahra47@example.com,4,
45,Your Name (Kimi no Na wa),فیلم,ماکوتو شینکای,"انیمیشن, درام, عاشقانه",3.15,10,1,235,41,Mahdi175,mahdi175@example.com,4,
45,Your Name (Kimi no Na wa),فیلم,ماکوتو شینکای,"انیمیشن, درام, عاشقانه",3.15,10,1,235,41,Amir456,amir456@example.com,5,
45,Your Name (Kimi no Na wa),فیلم,ماکوتو شینکای,"انیمیشن, درام, عاشقانه",3.15,10,1,235,41,Maryam881,maryam881@example.com,1,
45,Your Name (Kimi no Na wa),فیلم,ماکوتو شینکای,"انیمیشن, درام, عاشقانه",3.15,10,1,235,41,Saman76,saman76@example.com,3,
45,Your Name (Kimi no Na wa),فیلم,ماکوتو شینکای,"انیمیشن, درام, عاشقانه",3.15,10,1,235,41,Tara392,tara392@example.com,4,
45,Your Name (Kimi no Na wa),فیلم,ماکوتو شینکای,"انیمیشن, درام, عاشقانه",3.15,10,1,235,41,Kaveh21,kaveh21@example.com,1,
45,Your Name (Kimi no Na wa),فیلم,ماکوتو شینکای,"انیمیشن, درام, عاشقانه",3.15,10,1,235,41,Arman629,arman629@example.com,3,
45,Your Name (Kimi no Na wa),فیلم,ماکوتو شینکای,"انیمیشن, درام, عاشقانه",3.15,10,1,235,41,Niloofar373,niloofar373@example.com,4,
45,Your Name (Kimi no Na wa),فیلم,ماکوتو شینکای,"انیمیشن, درام, عاشقانه",3.15,10,1,235,41,Elham952,elham952@example.com,,شاهکار! بدون شک جزو بهترین‌هاست.
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Reza572,reza572@example.com,3,
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Mohammad363,mohammad363@example.com,4,
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Sara236,sara236@example.com,5,
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Fatemeh779,fatemeh779@example.com,3,
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Amir456,amir456@example.com,2,
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Maryam881,maryam881@example.com,5,
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Tara392,tara392@example.com,2,
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Leyla445,leyla445@example.com,4,
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Niloofar373,niloofar373@example.com,2,
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Elham952,elham952@example.com,3,
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Behnam387,behnam387@example.com,2,
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Niloofar373,niloofar373@example.com,,چیزی که انتظار داشتم نبود.
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Leyla445,leyla445@example.com,,بد نبود، اما می‌توانست بهتر باشد.
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Ali741,ali741@example.com,,پایان‌بندی عجیبی داشت، سردرگم شدم!
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,loginTest,,,صحنه‌های اکشن فوق‌العاده.
46,Come and See,فیلم,الم کلیموف,"درام, جنگ",3.28,11,5,296,26,Tuser,,,دکور و لباس‌ها حرفه‌ای بود.
40,Dune: Part Two,فیلم,دنی ویلنوو,"اکشن, ماجراجویی, درام",2.12,7,4,223,14,Mohammad363,mohammad363@example.com,1,
40,Dune: Part Two,فیلم,دنی ویلنوو,"اکشن, ماجراجویی, درام",2.12,7,4,223,14,Fatemeh779,fatemeh779@example.com,1,
40,Dune: Part Two,فیلم,دنی ویلنوو,"اکشن, ماجراجویی, درام",2.12,7,4,223,14,Amir456,amir456@example.com,1,
40,Dune: Part Two,فیلم,دنی ویلنوو,"اکشن, ماجراجویی, درام",2.12,7,4,223,14,Tara392,tara392@example.com,1,
40,Dune: Part Two,فیلم,دنی ویلنوو,"اکشن, ماجراجویی, درام",2.12,7,4,223,14,Niloofar373,niloofar373@example.com,3,
40,Dune: Part Two,فیلم,دنی ویلنوو,"اکشن, ماجراجویی, درام",2.12,7,4,223,14,Elham952,elham952@example.com,5,
40,Dune: Part Two,فیلم,دنی ویلنوو,"اکشن, ماجراجویی, درام",2.12,7,4,223,14,Behnam387,behnam387@example.com,2,
40,Dune: Part Two,فیلم,دنی ویلنوو,"اکشن, ماجراجویی, درام",2.12,7,4,223,14,Zahra47,zahra47@example.com,,داستان جذاب و غیرقابل پیش‌بینی.
40,Dune: Part Two,فیلم,دنی ویلنوو,"اکشن, ماجراجویی, درام",2.12,7,4,223,14,Sara236,sara236@example.com,,از همان دقیقه اول جذبم کرد.
40,Dune: Part Two,فیلم,دنی ویلنوو,"اکشن, ماجراجویی, درام",2.12,7,4,223,14,Mohammad363,mohammad363@example.com,,به هیچ وجه پیشنهاد نمی‌کنم.
40,Dune: Part Two,فیلم,دنی ویلنوو,"اکشن, ماجراجویی, درام",2.12,7,4,223,14,Tuser,,,تکنیکال عالی، داستان متوسط.
41,Spider-Man: Across the Spider-Verse,فیلم,"خواکیم دوس سانتوس, کم پاورز, جاستین کی. تامپسون","انیمیشن, اکشن, ماجراجویی",2.45,6,4,191,10,Tuser,,2,
41,Spider-Man: Across the Spider-Verse,فیلم,"خواکیم دوس سانتوس, کم پاورز, جاستین کی. تامپسون","انیمیشن, اکشن, ماجراجویی",2.45,6,4,191,10,Ali741,ali741@example.com,5,
41,Spider-Man: Across the Spider-Verse,فیلم,"خواکیم دوس سانتوس, کم پاورز, جاستین کی. تامپسون","انیمیشن, اکشن, ماجراجویی",2.45,6,4,191,10,Hossein94,hossein94@example.com,2,
41,Spider-Man: Across the Spider-Verse,فیلم,"خواکیم دوس سانتوس, کم پاورز, جاستین کی. تامپسون","انیمیشن, اکشن, ماجراجویی",2.45,6,4,191,10,Zahra47,zahra47@example.com,2,
41,Spider-Man: Across the Spider-Verse,فیلم,"خواکیم دوس سانتوس, کم پاورز, جاستین کی. تامپسون","انیمیشن, اکشن, ماجراجویی",2.45,6,4,191,10,Leyla445,leyla445@example.com,1,
41,Spider-Man: Across the Spider-Verse,فیلم,"خواکیم دوس سانتوس, کم پاورز, جاستین کی. تامپسون","انیمیشن, اکشن, ماجراجویی",2.45,6,4,191,10,Arman629,arman629@example.com,2,
41,Spider-Man: Across the Spider-Verse,فیلم,"خواکیم دوس سانتوس, کم پاورز, جاستین کی. تامپسون","انیمیشن, اکشن, ماجراجویی",2.45,6,4,191,10,Elham952,elham952@example.com,,قسمت اول بهتر از این بود.
41,Spider-Man: Across the Spider-Verse,فیلم,"خواکیم دوس سانتوس, کم پاورز, جاستین کی. تامپسون","انیمیشن, اکشن, ماجراجویی",2.45,6,4,191,10,Hossein94,hossein94@example.com,,وقت تلف کردن، اصلاً ارزش نداشت.
41,Spider-Man: Across the Spider-Verse,فیلم,"خواکیم دوس سانتوس, کم پاورز, جاستین کی. تامپسون","انیمیشن, اکشن, ماجراجویی",2.45,6,4,191,10,Reza572,reza572@example.com,,بر اساس کتاب بود؟ کتاب خیلی بهتر بود.
41,Spider-Man: Across the Spider-Verse,فیلم,"خواکیم دوس سانتوس, کم پاورز, جاستین کی. تامپسون","انیمیشن, اکشن, ماجراجویی",2.45,6,4,191,10,loginTest,,,برای یک بار دیدن خوبه.
42,The Father,فیلم,فلوریان زلر,"درام, معمایی",3.23,9,5,262,38,Tuser,,2,
42,The Father,فیلم,فلوریان زلر,"درام, معمایی",3.23,9,5,262,38,Neda911,neda911@example.com,4,
42,The Father,فیلم,فلوریان زلر,"درام, معمایی",3.23,9,5,262,38,Zahra47,zahra47@example.com,5,
42,The Father,فیلم,فلوریان زلر,"درام, معمایی",3.23,9,5,262,38,Mahdi175,mahdi175@example.com,3,
42,The Father,فیلم,فلوریان زلر,"درام, معمایی",3.23,9,5,262,38,Fatemeh779,fatemeh779@example.com,2,
42,The Father,فیلم,فلوریان زلر,"درام, معمایی",3.23,9,5,262,38,Tara392,tara392@example.com,2,
42,The Father,فیلم,فلوریان زلر,"درام, معمایی",3.23,9,5,262,38,Kaveh21,kaveh21@example.com,4,
42,The Father,فیلم,فلوریان زلر,"درام, معمایی",3.23,9,5,262,38,Niloofar373,niloofar373@example.com,2,
42,The Father,فیلم,فلوریان زلر,"درام, معمایی",3.23,9,5,262,38,Behnam387,behnam387@example.com,4,
42,The Father,فیلم,فلوریان زلر,"درام, معمایی",3.23,9,5,262,38,Elham952,elham952@example.com,,دیالوگ‌ها بسیار قوی و ماندگار.
42,The Father,فیلم,فلوریان زلر,"درام, معمایی",3.23,9,5,262,38,Fatemeh779,fatemeh779@example.com,,بد نبود، اما می‌توانست بهتر باشد.
42,The Father,فیلم,فلوریان زلر,"درام, معمایی",3.23,9,5,262,38,Mahdi175,mahdi175@example.com,,چیزی که انتظار داشتم نبود.
42,The Father,فیلم,فلوریان زلر,"درام, معمایی",3.23,9,5,262,38,Sara236,sara236@example.com,,دکور و لباس‌ها حرفه‌ای بود.
42,The Father,فیلم,فلوریان زلر,"درام, معمایی",3.23,9,5,262,38,Mohammad363,mohammad363@example.com,,تکرار مکررات، هیچ ایده جدیدی نداشت.
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,loginTest,,5,
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Reza572,reza572@example.com,2,
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Mohammad363,mohammad363@example.com,1,
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Neda911,neda911@example.com,2,
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Hossein94,hossein94@example.com,1,
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Mahdi175,mahdi175@example.com,4,
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Fatemeh779,fatemeh779@example.com,3,
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Amir456,amir456@example.com,4,
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Saman76,saman76@example.com,1,
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Tara392,tara392@example.com,1,
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Leyla445,leyla445@example.com,5,
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Niloofar373,niloofar373@example.com,2,
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Pouria534,pouria534@example.com,3,
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Elham952,elham952@example.com,2,
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Pouria534,pouria534@example.com,,فیلمنامه ضعیف، بازیگری خوب.
39,3 Idiots,فیلم,راجکومار هیرانی,"کمدی, درام",2.66,14,2,291,43,Kaveh21,kaveh21@example.com,,قسمت اول بهتر از این بود.
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Tuser,,5,
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Ali741,ali741@example.com,5,
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Sara236,sara236@example.com,3,
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Hossein94,hossein94@example.com,2,
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Zahra47,zahra47@example.com,2,
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Mahdi175,mahdi175@example.com,2,
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Fatemeh779,fatemeh779@example.com,3,
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Maryam881,maryam881@example.com,1,
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Saman76,saman76@example.com,4,
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Tara392,tara392@example.com,2,
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Kaveh21,kaveh21@example.com,3,
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Arman629,arman629@example.com,3,
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Pouria534,pouria534@example.com,4,
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Kaveh21,kaveh21@example.com,,فیلم فوق‌العاده‌ای بود! حتماً ببینید.
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Tara392,tara392@example.com,,بازیگری عالی بود، داستان جذاب.
35,Whiplash,فیلم,دیمین شزل,"درام, موسیقی",2.90,13,3,320,52,Mahdi175,mahdi175@example.com,,حتماً قسمت دوم را هم خواهم دید.
36,The Intouchables,فیلم,"اریک تولهدانو, اولیویه ناکاش","بیوگرافی, کمدی, درام",3.48,8,3,244,23,loginTest,,4,
36,The Intouchables,فیلم,"اریک تولهدانو, اولیویه ناکاش","بیوگرافی, کمدی, درام",3.48,8,3,244,23,Neda911,neda911@example.com,4,
36,The Intouchables,فیلم,"اریک تولهدانو, اولیویه ناکاش","بیوگرافی, کمدی, درام",3.48,8,3,244,23,Hossein94,hossein94@example.com,3,
36,The Intouchables,فیلم,"اریک تولهدانو, اولیویه ناکاش","بیوگرافی, کمدی, درام",3.48,8,3,244,23,Fatemeh779,fatemeh779@example.com,4,
36,The Intouchables,فیلم,"اریک تولهدانو, اولیویه ناکاش","بیوگرافی, کمدی, درام",3.48,8,3,244,23,Saman76,saman76@example.com,1,
36,The Intouchables,فیلم,"اریک تولهدانو, اولیویه ناکاش","بیوگرافی, کمدی, درام",3.48,8,3,244,23,Kaveh21,kaveh21@example.com,5,
36,The Intouchables,فیلم,"اریک تولهدانو, اولیویه ناکاش","بیوگرافی, کمدی, درام",3.48,8,3,244,23,Niloofar373,niloofar373@example.com,4,
36,The Intouchables,فیلم,"اریک تولهدانو, اولیویه ناکاش","بیوگرافی, کمدی, درام",3.48,8,3,244,23,Elham952,elham952@example.com,5,
36,The Intouchables,فیلم,"اریک تولهدانو, اولیویه ناکاش","بیوگرافی, کمدی, درام",3.48,8,3,244,23,Behnam387,behnam387@example.com,,حس و حال خاصی داشت، متفاوت بود.
36,The Intouchables,فیلم,"اریک تولهدانو, اولیویه ناکاش","بیوگرافی, کمدی, درام",3.48,8,3,244,23,Amir456,amir456@example.com,,ارزش دیدن دارد، اما نه بیشتر.
36,The Intouchables,فیلم,"اریک تولهدانو, اولیویه ناکاش","بیوگرافی, کمدی, درام",3.48,8,3,244,23,Tuser,,,جزو بهترین‌هایی بود که دیدم!
37,Parasite,فیلم,بونگ جون-هو,"درام, دلهره‌آور",2.63,8,3,208,35,Tuser,,3,
37,Parasite,فیلم,بونگ جون-هو,"درام, دلهره‌آور",2.63,8,3,208,35,Reza572,reza572@example.com,1,
37,Parasite,فیلم,بونگ جون-هو,"درام, دلهره‌آور",2.63,8,3,208,35,Sara236,sara236@example.com,2,
37,Parasite,فیلم,بونگ جون-هو,"درام, دلهره‌آور",2.63,8,3,208,35,Neda911,neda911@example.com,3,
37,Parasite,فیلم,بونگ جون-هو,"درام, دلهره‌آور",2.63,8,3,208,35,Hossein94,hossein94@example.com,3,
37,Parasite,فیلم,بونگ جون-هو,"درام, دلهره‌آور",2.63,8,3,208,35,Kaveh21,kaveh21@example.com,1,
37,Parasite,فیلم,بونگ جون-هو,"درام, دلهره‌آور",2.63,8,3,208,35,Leyla445,leyla445@example.com,4,
